"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0040013","GO:0040013","negative regulation of locomotion","41/1152","423/18870",0.00234038808557354,0.0297797979299848,0.0234326608371124,"PADI2/IL24/WNT4/SEMA4A/ADAMTS9/SEMA3B/ROBO1/APOD/PTGER4/CD74/GJA1/CITED2/SEMA3A/SERPINE1/IGFBP3/TIMP1/STK26/DLC1/STC1/TRIB1/KLF4/PIP5KL1/NOTCH1/C5/THY1/NRP1/PTPRO/ARHGDIB/STARD13/BMP4/THBS1/DLL4/SEMA7A/ADGRG1/NGFR/CYGB/KRT16/NOG/WNT3/PLCB1/HMOX1",41
"GO:0006163","GO:0006163","purine nucleotide metabolic process","44/1152","463/18870",0.00241855911538385,0.030702734131423,0.0241588864157224,"PDE4B/ENO1/FMO5/XDH/KYNU/RBKS/TP53I3/FHIT/NMNAT3/SULT1B1/SULT1E1/GUCY1B1/ELOVL6/ELOVL7/HMGCS1/TREM2/GUCA1B/HSPA1A/HSPA1B/PPT2/NT5E/PDE10A/ADCY1/G6PD/TMSB4X/GDA/PDE2A/HSPA8/GUCY1A2/DGAT2/PAPSS2/ALDH1L2/PTHLH/LRRK2/MVK/SLC27A2/RORA/MVD/PFAS/PIPOX/ACSS2/PTGIS/ATP5F1D/PDE9A",44
"GO:0033002","GO:0033002","muscle cell proliferation","27/1152","247/18870",0.00243696215311205,0.0308041157655683,0.0242386600076596,"TGFB2/DDR2/APOD/HPGD/EREG/NKX2-5/HBEGF/EDN1/GJA1/CITED2/HTR1B/IGFBP3/APLN/TRIB1/ANGPT1/NOTCH1/TLR4/DDIT3/BMP4/THBS1/FOXC2/ERN1/NOG/BMP2/PTGIR/PDGFB/HMOX1",27
"GO:1902075","GO:1902075","cellular response to salt","23/1152","199/18870",0.00243785785805361,0.0308041157655683,0.0242386600076596,"CHRM3/ADGRV1/EGR1/EDN1/ADCY1/ACHE/RASA4/RASA4B/SYT7/SYT12/AKR1C3/TUBA1A/ALOX5AP/CPNE7/HRH4/TGM2/KCNB1/PLCB1/RYR1/CEBPA/PNPLA3/PDGFB/LARGE1",23
"GO:0006721","GO:0006721","terpenoid metabolic process","14/1152","98/18870",0.00245834427827045,0.0309910716191224,0.0243857689006798,"LRP8/CRABP2/DHRS3/ADH1B/LRAT/HMGCS1/FDFT1/ALDH1A1/CEL/DGAT2/AKR1C3/SDR9C7/CYP1A1/LSS",14
"GO:0099024","GO:0099024","plasma membrane invagination","10/1152","58/18870",0.00246864933341697,0.0310491091681035,0.0244314365779518,"MARCO/GULP1/GATA2/TREM2/CD36/ABCA1/THBS1/ITGAM/SPIRE2/ITGB2",10
"GO:0009595","GO:0009595","detection of biotic stimulus","8/1152","40/18870",0.00251362156351067,0.0314693862870784,0.0247621376528783,"PGLYRP3/PGLYRP4/FAP/TLR2/TREM2/SRPX/TLR4/NOD2",8
"GO:0032570","GO:0032570","response to progesterone","8/1152","40/18870",0.00251362156351067,0.0314693862870784,0.0247621376528783,"TGFB2/TLR2/CAV1/CLDN4/FOSL1/GJB2/PTGER2/THBS1",8
"GO:0061387","GO:0061387","regulation of extent of cell growth","15/1152","109/18870",0.00254886406872893,0.0315672705395494,0.0248391592799168,"NGF/CRABP2/SEMA4A/TRIM46/DRAXIN/FN1/SEMA3B/SEMA3A/NRCAM/FGF13/BDNF/NRP1/SEMA7A/RND2/WNT3",15
"GO:0043393","GO:0043393","regulation of protein binding","18/1152","142/18870",0.00255787057565105,0.0315672705395494,0.0248391592799168,"PCSK9/PRKN/ACTB/CAV1/BDNF/SORL1/CARD16/NRP1/DKK1/IFIT2/LRRK2/BMP4/ANXA2/CSF3/NOG/BMP2/TRIB3/PDGFB",18
"GO:0043406","GO:0043406","positive regulation of MAP kinase activity","13/1152","88/18870",0.00255949190622845,0.0315672705395494,0.0248391592799168,"S100A12/ROBO1/EDN1/TLR4/DKK1/ADAM8/LRRK2/FZD10/THBS1/NOD2/ERN1/MAP3K10/PDGFB",13
"GO:0046330","GO:0046330","positive regulation of JNK cascade","13/1152","88/18870",0.00255949190622845,0.0315672705395494,0.0248391592799168,"IL1A/WNT7A/TNIK/UNC5CL/CCN2/SEMA3A/GADD45G/TLR4/TRPV4/NOD2/PLCB1/GADD45B/MAP3K10",13
"GO:0006911","GO:0006911","phagocytosis, engulfment","9/1152","49/18870",0.00256201497952274,0.0315672705395494,0.0248391592799168,"MARCO/GULP1/GATA2/TREM2/CD36/ABCA1/THBS1/ITGAM/ITGB2",9
"GO:0035987","GO:0035987","endodermal cell differentiation","9/1152","49/18870",0.00256201497952274,0.0315672705395494,0.0248391592799168,"COL5A2/FN1/COL8A1/COL12A1/NR0B1/DKK1/HMGA2/COL4A2/ITGB2",9
"GO:0061028","GO:0061028","establishment of endothelial barrier","9/1152","49/18870",0.00256201497952274,0.0315672705395494,0.0248391592799168,"MSN/S1PR3/PDE2A/ROBO4/RAPGEF3/FASN/PPP1R16B/PLCB1/TJP3",9
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","16/1152","120/18870",0.00258935180490655,0.0318320765903411,0.0250475257164657,"TNFRSF1B/TNFSF4/TGFB2/DENND1B/RSAD2/SPON2/CD74/CD36/IRF5/ANGPT1/SYK/TLR4/SEMA7A/GPRC5B/NOD2/AXL",16
"GO:0045921","GO:0045921","positive regulation of exocytosis","12/1152","78/18870",0.00261175280888728,0.0320351481918922,0.0252073155167855,"S100A10/GATA2/FGB/FGA/FGG/SYK/SYT7/ANXA2/ITGAM/UNC13D/KCNB1/ITGB2",12
"GO:0003012","GO:0003012","muscle system process","43/1152","452/18870",0.00263932669376098,0.0322699959855401,0.025392108869307,"TNFRSF1B/RCSD1/CHRM3/TNNT2/PDE4B/ENO1/RGS4/SLC8A1/GRIP2/TRPC3/ANK2/NKX2-5/ANXA6/EDN1/GJA1/CAV1/DOCK4/G6PD/FGF13/STC1/KCNB2/TMEM38B/NOTCH1/SCN4B/SCN3B/TNNT3/ANKRD2/TRPV4/PKP2/HSP90AA1/HCN4/SCNN1B/GNAO1/MAP2K3/KCNJ2/DSC2/RYR1/MYH14/HMOX1/LARGE1/P2RX6/SMTN/PDE9A",43
"GO:0032528","GO:0032528","microvillus organization","6/1152","24/18870",0.00265460121217811,0.0322699959855401,0.025392108869307,"RAP1GAP/ESPN/TNIK/FSCN1/STK26/ATP8B1",6
"GO:0040037","GO:0040037","negative regulation of fibroblast growth factor receptor signaling pathway","6/1152","24/18870",0.00265460121217811,0.0322699959855401,0.025392108869307,"WNT4/APLN/SPRY2/SHISA2/THBS1/NGFR",6
"GO:0071294","GO:0071294","cellular response to zinc ion","6/1152","24/18870",0.00265460121217811,0.0322699959855401,0.025392108869307,"MT2A/MT1E/MT1M/MT1A/MT1X/MT1G",6
"GO:0010765","GO:0010765","positive regulation of sodium ion transport","7/1152","32/18870",0.00271356373574986,0.0327673350441103,0.0257834472359381,"NKX2-5/GLRX/FGF13/SCN4B/SCN3B/PKP2/PRSS8",7
"GO:0061037","GO:0061037","negative regulation of cartilage development","7/1152","32/18870",0.00271356373574986,0.0327673350441103,0.0257834472359381,"EFEMP1/ADAMTS12/PTHLH/BMP4/SOX9/NOG/CHADL",7
"GO:0140058","GO:0140058","neuron projection arborization","7/1152","32/18870",0.00271356373574986,0.0327673350441103,0.0257834472359381,"SEMA3A/PTN/NRP1/LRRK2/TUBA1A/GRIP1/PAK6",7
"GO:0045165","GO:0045165","cell fate commitment","30/1152","286/18870",0.0027249392372342,0.0328319006326935,0.0258342515947378,"TBX19/WNT4/GDF7/WNT10A/WNT7A/GATA2/KDR/NKX2-5/EDN1/BHLHA15/FGF13/EYA1/ESRP1/GAS1/KLF4/NOTCH1/LHX3/NRP1/DKK1/SPRY2/POU4F1/BMP4/DLL4/FOXC2/SOX9/WNT3/ONECUT2/BMP2/APC2/MIAT",30
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade","22/1152","189/18870",0.00273947333341682,0.032934154026022,0.0259147111428834,"TGFB2/XDH/IL1A/WNT7A/TNIK/UNC5CL/TREM2/CCN2/PRKN/SEMA3A/MID1/GDF6/GADD45G/TLR4/TRPV4/BMP4/NOD2/BMP2/PLCB1/GADD45B/MAP3K10/MAPK8IP2",22
"GO:0001676","GO:0001676","long-chain fatty acid metabolic process","15/1152","110/18870",0.0027888271945281,0.0333753570151882,0.0262618780387017,"GSTM1/ACADL/MGLL/ELOVL6/FAAH2/FADS2/AKR1C3/ALOX5/SLC27A2/CYP1A1/ALOX12B/PTGIS/CYP4F12/PLA2G4C/PNPLA3",15
"GO:0001710","GO:0001710","mesodermal cell fate commitment","5/1152","17/18870",0.00280401201934372,0.0333753570151882,0.0262618780387017,"EYA1/KLF4/DKK1/BMP4/FOXC2",5
"GO:1900120","GO:1900120","regulation of receptor binding","5/1152","17/18870",0.00280401201934372,0.0333753570151882,0.0262618780387017,"PCSK9/BDNF/NRP1/ANXA2/NOG",5
"GO:0031638","GO:0031638","zymogen activation","10/1152","59/18870",0.00281312836509963,0.0333753570151882,0.0262618780387017,"S100A10/ENO1/FGB/FGA/FGG/SERPINE1/PLAT/THBS1/ANXA2/HPN",10
"GO:0060135","GO:0060135","maternal process involved in female pregnancy","10/1152","59/18870",0.00281312836509963,0.0333753570151882,0.0262618780387017,"WNT4/HAVCR2/CITED2/CNR1/PTN/LDOC1/STC1/HMX3/GJB2/TPPP3",10
"GO:0098900","GO:0098900","regulation of action potential","10/1152","59/18870",0.00281312836509963,0.0333753570151882,0.0262618780387017,"ANK2/CNR1/CD36/CAV1/FGF13/PKP2/HCN4/KCNJ2/DSC2/KCNB1",10
"GO:0071887","GO:0071887","leukocyte apoptotic process","16/1152","121/18870",0.00281907165387194,0.0333753570151882,0.0262618780387017,"MERTK/HCLS1/SLC7A11/IL7R/CD74/CD274/RAG1/IRF7/ADAM8/PRKCQ/BMP4/NOD2/EBF4/AXL/HSH2D/MIAT",16
"GO:0015833","GO:0015833","peptide transport","28/1152","262/18870",0.00284169997388149,0.0335702777825566,0.0264152542383184,"CHRM3/S100A8/RAPGEF4/ABCA12/IRS1/IL1RN/PER2/GPR27/ILDR1/SLC7A11/FGB/FGA/FGG/CD74/EDN1/CNR1/PRKN/CA2/RIMS2/ABCA1/SYT7/UCP2/KCNJ11/ALOX5/TRPV4/KCNB1/PLCB1/GNAZ",28
"GO:1902041","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","9/1152","50/18870",0.00295841485819934,0.034802751543341,0.0273850438821233,"ATF3/BMPR1B/FGB/FGA/FGG/SERPINE1/THBS1/TIMP3/HMOX1",9
"GO:0051154","GO:0051154","negative regulation of striated muscle cell differentiation","8/1152","41/18870",0.00295880902764724,0.034802751543341,0.0273850438821233,"RGS4/NKX2-5/BHLHA15/G6PD/NOTCH1/BDNF/DKK1/BMP2",8
"GO:0042632","GO:0042632","cholesterol homeostasis","14/1152","100/18870",0.00297423230951327,0.0349087697362269,0.0274684658167616,"PCSK9/APOB/MALL/INSIG1/CAV1/NPC1L1/EPHX2/ABCA1/EHD1/DGAT2/RORA/PLSCR3/LDLR/ABCG1",14
"GO:0050714","GO:0050714","positive regulation of protein secretion","18/1152","144/18870",0.00298290359269484,0.0349352536899271,0.027489305095327,"TGFB2/CHRM3/RAPGEF4/IL1A/GPR27/VEGFC/TLR2/FGB/FGA/FGG/TREM2/ACHE/TLR4/ANKRD1/ADAM8/MYOM1/PLCB1/ABCG1",18
"GO:0030048","GO:0030048","actin filament-based movement","17/1152","133/18870",0.00304070586029874,0.0355358028222895,0.0279618557878386,"TNNT2/PDE4B/ANK2/GJA1/CAV1/FGF13/STC1/SCN4B/SCN3B/MYO7A/PKP2/HCN4/KCNJ2/MYO1D/DSC2/MYO5B/MYH14",17
"GO:0002367","GO:0002367","cytokine production involved in immune response","16/1152","122/18870",0.00306541069871112,0.0357478087048839,0.028128675655253,"TNFRSF1B/TNFSF4/TGFB2/DENND1B/RSAD2/SPON2/CD74/CD36/IRF5/ANGPT1/SYK/TLR4/SEMA7A/GPRC5B/NOD2/AXL",16
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","29/1152","276/18870",0.00309813960595809,0.0360522826795892,0.0283682553662964,"LRP8/IL24/DDR2/TNFRSF18/NTRK1/EFEMP1/TGFA/HCLS1/IL15/BST1/KDR/FGFR3/CD74/TSLP/IL31RA/HBEGF/TREM2/CD36/CAV1/ANGPT1/SYK/NRP1/GFRA1/GPRC5B/NOD2/CSF3/SRCIN1/PDGFB/ITGB2",29
"GO:0097530","GO:0097530","granulocyte migration","19/1152","156/18870",0.00311856313609691,0.0362125689534835,0.0284943789183044,"VAV3/TGFB2/PDE4B/S100A12/S100A8/S100A7/CSF3R/IL1A/BST1/PTGER4/CD74/EDN1/SYK/ADAM8/TRPV4/THBS1/DAPK2/NOD2/ITGB2",19
"GO:0050921","GO:0050921","positive regulation of chemotaxis","18/1152","145/18870",0.00321652747377479,0.0370414555674149,0.0291466002309654,"F3/S100A7/PRSS56/VEGFC/KDR/CD74/EDN1/TREM2/GPSM3/SERPINE1/PTN/TMSB4X/LPAR1/NRP1/TRPV4/THBS1/DAPK2/PDGFB",18
"GO:0019372","GO:0019372","lipoxygenase pathway","4/1152","11/18870",0.0032239533490552,0.0370414555674149,0.0291466002309654,"HPGD/ALOX5/ALOX5AP/ALOX12B",4
"GO:0048103","GO:0048103","somatic stem cell division","4/1152","11/18870",0.0032239533490552,0.0370414555674149,0.0291466002309654,"TGFB2/ZFP36L2/WNT7A/NOTCH1",4
"GO:0060601","GO:0060601","lateral sprouting from an epithelium","4/1152","11/18870",0.0032239533490552,0.0370414555674149,0.0291466002309654,"BMP4/NOG/BMP7/CELSR1",4
"GO:0072124","GO:0072124","regulation of glomerular mesangial cell proliferation","4/1152","11/18870",0.0032239533490552,0.0370414555674149,0.0291466002309654,"EGR1/BMP4/BMP7/PDGFB",4
"GO:0051899","GO:0051899","membrane depolarization","12/1152","80/18870",0.0032402939453558,0.0371508227924373,0.0292326573995423,"SLC8A1/KDR/ANK2/EDN1/CAV1/SCN4B/SCN3B/LRRK2/HCN4/KCNJ2/BEST2/HSH2D",12
"GO:0055092","GO:0055092","sterol homeostasis","14/1152","101/18870",0.00326363270398815,0.0372057830585208,0.0292759036726594,"PCSK9/APOB/MALL/INSIG1/CAV1/NPC1L1/EPHX2/ABCA1/EHD1/DGAT2/RORA/PLSCR3/LDLR/ABCG1",14
"GO:0120162","GO:0120162","positive regulation of cold-induced thermogenesis","14/1152","101/18870",0.00326363270398815,0.0372057830585208,0.0292759036726594,"ACADL/PER2/ELOVL6/GJA1/CD36/CAV1/ACHE/GADD45G/SYK/LCN2/UCP2/SCD/YBX2/FGF21",14
"GO:0043618","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","7/1152","33/18870",0.00326558286852239,0.0372057830585208,0.0292759036726594,"ATF3/EGR1/CITED2/ANKRD2/STOX1/DDIT3/HMOX1",7
"GO:1902893","GO:1902893","regulation of miRNA transcription","11/1152","70/18870",0.00327362991737448,0.0372196002714434,0.0292867759446907,"TGFB2/GATA2/EGR1/APLN/KLF4/FOSL1/BMP4/NGFR/SOX9/BMP2/PDGFB",11
"GO:0010878","GO:0010878","cholesterol storage","6/1152","25/18870",0.00331495567247515,0.0374548725981321,0.0294719033471202,"APOB/TREM2/CD36/ABCA1/EHD1/ABCG1",6
"GO:0010954","GO:0010954","positive regulation of protein processing","6/1152","25/18870",0.00331495567247515,0.0374548725981321,0.0294719033471202,"S100A10/ENO1/ADAM8/ANXA2/CCBE1/HPN",6
"GO:0032331","GO:0032331","negative regulation of chondrocyte differentiation","6/1152","25/18870",0.00331495567247515,0.0374548725981321,0.0294719033471202,"EFEMP1/ADAMTS12/PTHLH/BMP4/SOX9/CHADL",6
"GO:0031345","GO:0031345","negative regulation of cell projection organization","22/1152","192/18870",0.00332640673460197,0.0375064411524686,0.0295124808032355,"SEMA4A/TRIM46/RAP1GAP/DRAXIN/SEMA3B/NR2F1/SEMA3A/FGF13/LPAR1/RTN4RL2/THY1/NRP1/DKK1/PTPRO/TRPV4/LRRK2/SPRY2/NEO1/SEMA7A/RTN4RL1/ARHGAP44/WNT3",22
"GO:0072659","GO:0072659","protein localization to plasma membrane","30/1152","290/18870",0.00334805220911074,0.0376725048157378,0.0296431503768809,"RAB3B/S100A10/ARHGEF16/DPP10/ABCA12/TMEM150A/GRIP2/TNIK/ANK2/FYB1/TREM2/MAP7/AGR2/CNPY4/ACTB/FGF13/KCNB2/ANK1/SORL1/EHD1/SCN3B/GRIP1/PKP2/ATP2C2/ARHGAP44/CDH2/KCNB1/CRB3/EHD2/LARGE1",30
"GO:0010043","GO:0010043","response to zinc ion","9/1152","51/18870",0.00340165916866986,0.0381181807254651,0.0299938368543535,"SLC30A2/S100A8/ASS1/MT2A/MT1E/MT1M/MT1A/MT1X/MT1G",9
"GO:0051496","GO:0051496","positive regulation of stress fiber assembly","9/1152","51/18870",0.00340165916866986,0.0381181807254651,0.0299938368543535,"ARHGEF10L/S100A10/WNT4/CCN2/LPAR1/NRP1/RAPGEF3/FHOD1/PPM1E",9
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","29/1152","278/18870",0.00343864546002398,0.0384535178137383,0.0302577016486709,"LRP8/IL24/DDR2/TNFRSF18/NTRK1/EFEMP1/TGFA/HCLS1/IL15/BST1/KDR/FGFR3/CD74/TSLP/IL31RA/HBEGF/TREM2/CD36/CAV1/ANGPT1/SYK/NRP1/GFRA1/GPRC5B/NOD2/CSF3/SRCIN1/PDGFB/ITGB2",29
"GO:0001508","GO:0001508","action potential","18/1152","146/18870",0.00346515200037328,0.0385126893755773,0.030304261640214,"SLC8A1/ANK2/GJA1/CNR1/CD36/CAV1/NRCAM/FGF13/SCN4B/SCN3B/KCNJ11/PKP2/SCN8A/HCN4/KCNJ2/DSC2/KCNB1/MYH14",18
"GO:0035107","GO:0035107","appendage morphogenesis","18/1152","146/18870",0.00346515200037328,0.0385126893755773,0.030304261640214,"TGFB2/PLXNA2/CRABP2/OSR1/AFF3/WNT7A/FBN2/GRHL2/NOTCH1/PCSK5/DKK1/BMP4/SOX9/NOG/WNT3/SALL4/BMP7/LARGE1",18
"GO:0035108","GO:0035108","limb morphogenesis","18/1152","146/18870",0.00346515200037328,0.0385126893755773,0.030304261640214,"TGFB2/PLXNA2/CRABP2/OSR1/AFF3/WNT7A/FBN2/GRHL2/NOTCH1/PCSK5/DKK1/BMP4/SOX9/NOG/WNT3/SALL4/BMP7/LARGE1",18
"GO:0050954","GO:0050954","sensory perception of mechanical stimulus","21/1152","181/18870",0.00350985727967097,0.0389301074238047,0.0306327130143435,"KCNQ4/NTRK1/ESPN/TMIE/ADGRV1/ATP6V0A4/EYA1/PHF24/TUB/MYO7A/CLRN3/DDIT3/SPRY2/SLITRK6/GJB2/GJB6/HOMER2/ATP8B1/HPN/MYH14/LARGE1",21
"GO:0007605","GO:0007605","sensory perception of sound","19/1152","158/18870",0.00359643903312623,0.0394736867849697,0.0310604362258368,"KCNQ4/ESPN/TMIE/ADGRV1/ATP6V0A4/EYA1/TUB/MYO7A/CLRN3/DDIT3/SPRY2/SLITRK6/GJB2/GJB6/HOMER2/ATP8B1/HPN/MYH14/LARGE1",19
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response","12/1152","81/18870",0.00359749868767,0.0394736867849697,0.0310604362258368,"TNFSF4/DENND1B/RSAD2/SPON2/CD74/CD36/IRF5/SYK/TLR4/SEMA7A/GPRC5B/NOD2",12
"GO:0007422","GO:0007422","peripheral nervous system development","12/1152","81/18870",0.00359749868767,0.0394736867849697,0.0310604362258368,"NGF/NFASC/UGT8/SH3TC2/CITED2/BDNF/NEUROG3/SCN8A/POU4F1/FA2H/ONECUT2/NTF4",12
"GO:0003179","GO:0003179","heart valve morphogenesis","10/1152","61/18870",0.00361685084570325,0.0394736867849697,0.0310604362258368,"TGFB2/ADAMTS9/ROBO1/NKX2-5/SLIT3/NOTCH1/BMP4/DLL4/SOX9/BMP2",10
"GO:0032092","GO:0032092","positive regulation of protein binding","10/1152","61/18870",0.00361685084570325,0.0394736867849697,0.0310604362258368,"PRKN/CAV1/BDNF/NRP1/LRRK2/BMP4/ANXA2/CSF3/BMP2/TRIB3",10
"GO:0032233","GO:0032233","positive regulation of actin filament bundle assembly","10/1152","61/18870",0.00361685084570325,0.0394736867849697,0.0310604362258368,"ARHGEF10L/S100A10/WNT4/PLEK/CCN2/LPAR1/NRP1/RAPGEF3/FHOD1/PPM1E",10
"GO:0045599","GO:0045599","negative regulation of fat cell differentiation","10/1152","61/18870",0.00361685084570325,0.0394736867849697,0.0310604362258368,"TRIB2/ZFP36L2/GATA2/INSIG1/TRPV4/DDIT3/RORA/TLCD3B/BMP2/TRIB3",10
"GO:0046456","GO:0046456","icosanoid biosynthetic process","10/1152","61/18870",0.00361685084570325,0.0394736867849697,0.0310604362258368,"CD74/EDN1/SYK/AKR1C3/ALOX5/ALOX5AP/PLA2G4F/GGT6/PTGIS/GGT5",10
"GO:0097529","GO:0097529","myeloid leukocyte migration","26/1152","242/18870",0.00366466681219891,0.039759804590338,0.0312855721219371,"VAV3/TGFB2/PDE4B/S100A12/S100A8/S100A7/CSF3R/IL1A/VEGFC/BST1/PTGER4/CD74/EDN1/TREM2/SERPINE1/SYK/C5/ADAM8/PTPRO/TRPV4/THBS1/DAPK2/NOD2/PLCB1/PDGFB/ITGB2",26
"GO:0003208","GO:0003208","cardiac ventricle morphogenesis","11/1152","71/18870",0.00366496913410754,0.039759804590338,0.0312855721219371,"TGFB2/TNNT2/NPY2R/NKX2-5/GRHL2/NOTCH1/PKP2/POU4F1/DLL4/FOXC2/NOG",11
"GO:0061614","GO:0061614","miRNA transcription","11/1152","71/18870",0.00366496913410754,0.039759804590338,0.0312855721219371,"TGFB2/GATA2/EGR1/APLN/KLF4/FOSL1/BMP4/NGFR/SOX9/BMP2/PDGFB",11
"GO:0002830","GO:0002830","positive regulation of type 2 immune response","5/1152","18/18870",0.00368947708081677,0.0398668495677146,0.0313698019966689,"TNFSF4/DENND1B/RSAD2/CD74/NOD2",5
"GO:0043117","GO:0043117","positive regulation of vascular permeability","5/1152","18/18870",0.00368947708081677,0.0398668495677146,0.0313698019966689,"PTP4A3/ANGPT1/PDE2A/TRPV4/TJP3",5
"GO:0007272","GO:0007272","ensheathment of neurons","18/1152","147/18870",0.00372949896117747,0.0401400224161512,0.0315847519678666,"TNFRSF1B/NFASC/MALL/CLDN11/UGT8/TLR2/ANK2/SH3TC2/PTN/XK/GPM6B/MAL2/LPAR1/SCN8A/FA2H/KLK6/LARGE1/JAM2",18
"GO:0008366","GO:0008366","axon ensheathment","18/1152","147/18870",0.00372949896117747,0.0401400224161512,0.0315847519678666,"TNFRSF1B/NFASC/MALL/CLDN11/UGT8/TLR2/ANK2/SH3TC2/PTN/XK/GPM6B/MAL2/LPAR1/SCN8A/FA2H/KLK6/LARGE1/JAM2",18
"GO:0048736","GO:0048736","appendage development","21/1152","182/18870",0.00374591636220745,0.0401579931271295,0.0315988924793753,"TGFB2/PLXNA2/CRABP2/KDF1/OSR1/AFF3/WNT7A/SLC7A11/PITX2/FBN2/GRHL2/NOTCH1/PCSK5/DKK1/BMP4/SOX9/NOG/WNT3/SALL4/BMP7/LARGE1",21
"GO:0060173","GO:0060173","limb development","21/1152","182/18870",0.00374591636220745,0.0401579931271295,0.0315988924793753,"TGFB2/PLXNA2/CRABP2/KDF1/OSR1/AFF3/WNT7A/SLC7A11/PITX2/FBN2/GRHL2/NOTCH1/PCSK5/DKK1/BMP4/SOX9/NOG/WNT3/SALL4/BMP7/LARGE1",21
"GO:0035966","GO:0035966","response to topologically incorrect protein","19/1152","159/18870",0.00385728091350845,0.0408372723067796,0.0321333930380385,"ATF3/CTH/HSPA6/PARP8/CREBRF/HSPA1A/PRKN/AGR2/DNAJB9/BHLHA15/HSPA8/CCND1/DDIT3/SERP2/HSP90AA1/THBS1/ERN1/FGF21/PPP1R15A",19
"GO:0060047","GO:0060047","heart contraction","26/1152","243/18870",0.00387253081707209,0.0408372723067796,0.0321333930380385,"TGFB2/TNNT2/PDE4B/RGS4/SLC8A1/HOPX/ANK2/NKX2-5/HBEGF/EDN1/GJA1/CAV1/APLN/FGF13/STC1/TMEM38B/SCN4B/SCN3B/CELF2/PKP2/SGCG/HSP90AA1/HCN4/MAP2K3/KCNJ2/DSC2",26
"GO:0071559","GO:0071559","response to transforming growth factor beta","30/1152","293/18870",0.0038913522778045,0.0408372723067796,0.0321333930380385,"TGFB2/WNT4/DDR2/WNT10A/ZFP36L2/WNT7A/IL17RD/HPGD/NREP/FBN2/EDN1/CITED2/HSPA1A/GCNT2/PEG10/CAV1/MXRA5/PDE2A/ANKRD1/SPRY2/COL4A2/SMAD9/LTBP2/THBS1/WWOX/SOX9/ONECUT2/BMP2/PMEPA1/GDF15",30
"GO:0006636","GO:0006636","unsaturated fatty acid biosynthetic process","9/1152","52/18870",0.0038954378560006,0.0408372723067796,0.0321333930380385,"ELOVL6/ELOVL7/CD74/EDN1/FADS2/AKR1C3/SCD/PLA2G4F/PTGIS",9
"GO:0042572","GO:0042572","retinol metabolic process","9/1152","52/18870",0.0038954378560006,0.0408372723067796,0.0321333930380385,"DHRS3/ADH1B/LRAT/ALDH1A1/CEL/DGAT2/AKR1C3/SDR9C7/CYP1A1",9
"GO:1902895","GO:1902895","positive regulation of miRNA transcription","9/1152","52/18870",0.0038954378560006,0.0408372723067796,0.0321333930380385,"TGFB2/GATA2/EGR1/APLN/KLF4/FOSL1/NGFR/BMP2/PDGFB",9
"GO:0006691","GO:0006691","leukotriene metabolic process","7/1152","34/18870",0.00389926213726137,0.0408372723067796,0.0321333930380385,"TLR2/SYK/ALOX5/ALOX5AP/GGT6/CYP4F12/GGT5",7
"GO:0031128","GO:0031128","developmental induction","7/1152","34/18870",0.00389926213726137,0.0408372723067796,0.0321333930380385,"WNT4/ROBO1/DKK1/BMP4/SOX9/WNT3/BMP2",7
"GO:0035025","GO:0035025","positive regulation of Rho protein signal transduction","7/1152","34/18870",0.00389926213726137,0.0408372723067796,0.0321333930380385,"GPR17/ARHGEF3/ROBO1/GPR20/LPAR1/LPAR6/ADGRG1",7
"GO:0048333","GO:0048333","mesodermal cell differentiation","7/1152","34/18870",0.00389926213726137,0.0408372723067796,0.0321333930380385,"GJA1/EYA1/KLF4/DKK1/HMGA2/BMP4/FOXC2",7
"GO:0070528","GO:0070528","protein kinase C signaling","7/1152","34/18870",0.00389926213726137,0.0408372723067796,0.0321333930380385,"PLEK/ADGRV1/AKAP12/ANKRD1/ADGRG1/SEZ6/PDGFB",7
"GO:0071398","GO:0071398","cellular response to fatty acid","7/1152","34/18870",0.00389926213726137,0.0408372723067796,0.0321333930380385,"IRS1/EDN1/ASS1/DGAT2/AKR1C3/PLCB1/LDLR",7
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","25/1152","231/18870",0.00393455658170227,0.0411278217734176,0.0323620160503282,"LRP8/IL24/TNFRSF18/TGFA/HCLS1/IL15/BST1/FGFR3/CD74/TSLP/IL31RA/HBEGF/TREM2/CD36/CAV1/ANGPT1/SYK/NRP1/GFRA1/GPRC5B/NOD2/CSF3/SRCIN1/PDGFB/ITGB2",25
"GO:0051963","GO:0051963","regulation of synapse assembly","15/1152","114/18870",0.00394248509730742,0.0411317506512188,0.032365107544139,"NEGR1/SEMA4A/NTRK1/WNT7A/EPHB3/TLR2/SRPX2/GPC4/BDNF/VSTM5/DKK1/AMIGO2/SLITRK6/LRFN5/FLRT2",15
